TransactionID,CustomerID,Product,Category,Price,Quantity,PaymentType,City,Country,TransactionDate,DiscountApplied,Rating,Browser,Device,SessionDuration,CouponCode,ReturnStatus,Warehouse,ShippingType,ReviewText
4381,1532,Mobile,Electronics,9809,3,Card,Mumbai,IN,02/03/2023,No,2.310004394,Safari,Tablet,211,OFF20,Not Returned,WH3,Express,Bad
968,1924,Dress,,73035,3,,,India,02/03/2023,,2.220161165,Chrome,Mobile,16,YIrSES,Not Returned,WH1,Standard,
3844,1020,Shoes,Fashion,73938,3,Card,Delhi,IN,April 5 2023,Yes,3.704303735,Chrome,Tablet,301,OFF20,,WH2,,Bad
47,1380,,Fashion,80357,4,Card,Mumbai,India,April 5 2023,No,4.205876777,,,277,,Not Returned,WH1,,Good
2540,1578,Dress,Electronics,3287,4,,,India,April 5 2023,,3.090444729,Chrome,,231,OFF20,Not Returned,WH1,Standard,Bad
3652,1620,Dress,,49127,1,Card,Delhi,,02/03/2023,N,1.740331506,Edge,Desktop,475,,Returned,WH1,Express,Average
3061,1130,Dress,,13617,3,UPI,Delhi,IN,2023-01-01,Yes,3.773038361,Chrome,Desktop,228,,,,,Good
1541,1523,Dress,Electronics,8958,3,Cash,,India,,N,2.409683072,Chrome,Mobile,333,,,WH1,Standard,Good
2256,1488,Headphones,Electronics,15301,2,UPI,Mumbai,,02/03/2023,,3.916114265,,Desktop,152,YIrSES,Not Returned,,Standard,
100,1780,Mobile,,55075,4,UPI,Hyderabad,,April 5 2023,,3.174408009,Chrome,Tablet,390,OFF20,Not Returned,WH2,Standard,
2100,1161,Laptop,,6832,3,Card,Hyderabad,IND,02/03/2023,,2.545372993,Chrome,Tablet,371,OFF20,Returned,WH2,,Average
1792,1597,Laptop,Accessories,60588,2,NetBanking,Hyderabad,India,2023-01-01,,3.226011296,Safari,,349,YIrSES,Returned,WH3,,Average
2181,1764,Laptop,Fashion,98652,4,UPI,Delhi,IN,2023-01-01,Y,2.9847824,Edge,,133,OFF20,Not Returned,WH1,,Bad
3510,1683,Laptop,Accessories,21366,2,Cash,Delhi,India,02/03/2023,N,3.227128992,Safari,Desktop,141,SAVE10,Returned,WH1,Standard,Average
1295,1510,Dress,Fashion,54869,4,NetBanking,Hyderabad,,02/03/2023,No,1.363088934,Safari,Tablet,417,SAVE10,,WH2,,
137,1806,Shoes,Accessories,60069,4,UPI,Mumbai,,,,4.085835999,Chrome,Mobile,356,SAVE10,Returned,,Express,Good
3466,1584,Dress,,4811,1,Cash,Mumbai,IN,02/03/2023,,1.531466671,Safari,Tablet,237,OFF20,,WH1,Standard,Good
2197,1980,Shoes,Fashion,30071,1,UPI,Chennai,IND,02/03/2023,N,2.795139811,,Mobile,329,SAVE10,,WH2,Standard,Bad
4801,1652,Mobile,Fashion,66336,3,UPI,,IN,2023-01-01,,4.260365523,Chrome,Tablet,371,OFF20,Not Returned,,Standard,Average
170,1060,Mobile,Accessories,12372,1,Card,,IND,2023-01-01,,3.100151733,Chrome,,20,SAVE10,,WH1,Express,
2711,1370,Headphones,Electronics,96269,1,Cash,Delhi,IND,02/03/2023,Yes,2.651981674,Chrome,Desktop,50,,Returned,WH1,Standard,Average
499,1288,,,14483,4,NetBanking,Hyderabad,IN,2023-01-01,Y,1.125895023,Edge,Tablet,88,SAVE10,Not Returned,WH3,Standard,Good
3705,1839,Dress,Accessories,17951,3,Cash,Mumbai,IND,2023-01-01,Y,3.460996659,Chrome,Tablet,438,,Not Returned,WH3,Standard,Average
2648,1821,Mobile,,47989,1,UPI,Mumbai,,April 5 2023,No,3.666167766,Edge,Mobile,58,SAVE10,Returned,,,
97,1980,Mobile,,84445,3,UPI,Chennai,India,2023-01-01,No,2.731149752,Chrome,,246,OFF20,,WH3,Standard,Average
745,1446,Headphones,Fashion,34213,3,UPI,,India,2023-01-01,Yes,4.243491523,Safari,Mobile,309,YIrSES,Returned,WH3,Express,Good
3460,1877,Headphones,,49199,3,NetBanking,Delhi,,02/03/2023,No,2.805346542,Safari,Tablet,225,YIrSES,,WH2,Express,Average
1536,1806,Shoes,,77757,2,Card,Hyderabad,India,April 5 2023,Y,2.328874936,Edge,Mobile,281,SAVE10,,WH2,Express,Bad
2749,1931,Shoes,Electronics,62884,4,Card,Hyderabad,IND,,No,1.158995054,Chrome,Desktop,222,YIrSES,Returned,WH3,,Good
1749,1414,Dress,,88412,3,Cash,Mumbai,,2023-01-01,Yes,4.886086795,Edge,,147,SAVE10,Not Returned,,Standard,
1540,1794,Shoes,,39986,2,,Mumbai,IND,02/03/2023,Yes,3.074082877,Chrome,Desktop,276,YIrSES,Not Returned,,Standard,
2324,1602,Mobile,Electronics,99811,1,Card,Chennai,IN,2023-01-01,N,2.459765977,Safari,,314,OFF20,Not Returned,,Standard,Good
1348,1213,Mobile,Electronics,58369,3,UPI,Chennai,IND,02/03/2023,N,3.683083044,Edge,Desktop,450,YIrSES,,WH1,Standard,Good
687,1583,Laptop,Electronics,45947,3,NetBanking,Delhi,IND,2023-01-01,,1.367758195,Safari,,37,,Not Returned,WH1,Standard,
4753,1818,Mobile,Fashion,87546,4,Cash,Chennai,IN,April 5 2023,Y,4.948904341,,Desktop,134,OFF20,Returned,WH1,,Good
1300,1643,Mobile,Electronics,92985,1,Card,Delhi,IN,,Y,2.466733866,,Desktop,233,SAVE10,Returned,WH2,Express,Good
4165,1006,Headphones,,24774,3,NetBanking,Delhi,IN,,Y,2.788283007,Safari,Desktop,410,OFF20,Not Returned,WH1,,Average
4369,1834,Dress,Fashion,9808,4,,,,April 5 2023,No,2.181924254,,Desktop,138,SAVE10,Returned,WH2,Standard,Average
2776,1672,Mobile,Accessories,71768,2,,,India,April 5 2023,No,4.187350282,Safari,,406,YIrSES,Returned,WH3,Standard,Average
2611,1893,Headphones,Accessories,17961,2,NetBanking,Chennai,IND,,N,2.225594344,Safari,Desktop,157,SAVE10,,WH3,,Good
3777,1784,Mobile,Electronics,8403,4,Card,Mumbai,,,No,1.523275094,Edge,Tablet,477,SAVE10,Not Returned,WH2,Express,Good
1010,1014,Laptop,Accessories,13330,4,Card,Hyderabad,IN,April 5 2023,No,2.739898169,Edge,Desktop,50,SAVE10,Returned,WH1,Express,
2813,1962,Shoes,Accessories,27490,3,NetBanking,Mumbai,IND,,N,4.937913031,,Desktop,34,,Returned,WH2,Express,Bad
4275,1914,Laptop,Electronics,11703,2,Card,Hyderabad,,April 5 2023,Yes,4.159405736,Chrome,Tablet,84,,Returned,,Express,
4373,1539,,Electronics,88927,1,NetBanking,,,2023-01-01,Yes,4.690636531,,,411,SAVE10,Returned,WH3,Standard,Average
77,1582,Dress,Accessories,81480,1,NetBanking,Mumbai,India,,No,4.158542595,Safari,Mobile,165,OFF20,,WH1,Express,Good
173,1766,Headphones,Accessories,79512,1,Cash,Delhi,IN,2023-01-01,N,1.357668933,Chrome,Tablet,139,,Returned,,Express,Average
258,1634,Shoes,Electronics,98253,4,,Delhi,IND,2023-01-01,No,4.717302305,Safari,Mobile,136,YIrSES,,,Standard,Good
3925,1955,Laptop,Accessories,51240,1,Cash,,India,April 5 2023,Y,1.197938244,Chrome,Mobile,148,SAVE10,Returned,WH1,Express,Bad
3927,1255,,Fashion,40797,4,,Hyderabad,,April 5 2023,Y,4.418934704,Chrome,Mobile,387,SAVE10,,WH1,Standard,Good
2144,1883,,Electronics,96147,1,NetBanking,,IND,02/03/2023,No,4.852212661,Chrome,Desktop,90,,Not Returned,,Standard,Average
2522,1134,Shoes,Accessories,94766,3,UPI,Mumbai,IND,,,1.196725523,Chrome,,376,,Returned,WH1,Express,Bad
3316,1971,,Electronics,53123,3,UPI,Hyderabad,IN,02/03/2023,Yes,4.35759936,,Mobile,389,OFF20,Not Returned,WH2,Standard,Good
4556,1139,Mobile,Electronics,95140,3,Cash,,India,02/03/2023,Y,2.31159084,Chrome,Tablet,222,OFF20,Not Returned,WH1,Standard,Average
2000,1660,Laptop,Fashion,94805,2,NetBanking,,,02/03/2023,Y,1.615077531,Edge,Tablet,403,SAVE10,,WH3,Express,Good
3124,1857,Shoes,Accessories,61147,2,Cash,Delhi,India,2023-01-01,,1.30559638,Edge,,455,SAVE10,Returned,WH2,,Good
578,1703,Shoes,Accessories,41148,3,Cash,,India,April 5 2023,,3.451830431,Safari,Desktop,33,OFF20,Not Returned,WH1,,
3199,1429,Mobile,Electronics,84314,1,UPI,Mumbai,IND,April 5 2023,,4.678932152,Edge,Mobile,154,,,WH2,,Average
63,1576,Headphones,Fashion,94960,1,Card,Hyderabad,,April 5 2023,N,4.766307044,Safari,Tablet,386,,,WH2,Standard,
4851,1239,Dress,Fashion,86766,4,UPI,Chennai,IND,,Yes,3.15505571,Chrome,Tablet,214,SAVE10,,WH2,Standard,Bad
584,1467,Mobile,Fashion,31032,1,Cash,Delhi,IN,,Yes,1.927883544,,Desktop,145,OFF20,,,Express,Good
887,1046,,Fashion,45991,3,Cash,,India,2023-01-01,No,1.162912999,Safari,,295,SAVE10,Returned,,Express,Bad
4260,1113,Shoes,,76409,2,UPI,,India,,,3.476823836,,Desktop,172,SAVE10,Returned,WH1,Standard,Good
423,1477,Shoes,Fashion,44166,3,NetBanking,Hyderabad,IND,2023-01-01,No,4.942693736,Chrome,Tablet,222,OFF20,Not Returned,WH3,,Average
3087,1470,Laptop,Fashion,19236,2,NetBanking,Delhi,,April 5 2023,No,2.077309388,,Desktop,494,SAVE10,Not Returned,,,Good
3597,1267,,Accessories,96790,3,Cash,Mumbai,,,Yes,4.811608196,Chrome,Mobile,185,,Not Returned,WH2,Standard,Good
3344,1672,,,2507,3,NetBanking,Chennai,,,N,2.643178293,,,41,OFF20,,WH1,Express,Bad
3544,1677,Mobile,,50746,4,Card,Delhi,India,,Y,2.433075546,Chrome,,1,SAVE10,,WH3,Express,
4208,1668,Shoes,,32458,4,UPI,Mumbai,,April 5 2023,Y,2.130871247,Safari,,447,YIrSES,,WH3,Standard,Good
807,1183,,,86881,3,,Hyderabad,India,2023-01-01,Yes,4.374568646,,Tablet,396,YIrSES,Returned,WH2,Express,Bad
4088,1983,Shoes,Fashion,63426,3,Cash,Hyderabad,India,,Y,4.04764074,Safari,Desktop,367,SAVE10,Not Returned,WH3,Express,Good
3550,1001,Dress,,22267,2,Card,Chennai,,2023-01-01,Yes,4.65229488,Edge,Mobile,118,YIrSES,Not Returned,WH2,Express,Good
2902,1598,Dress,Fashion,11347,1,,Chennai,IND,,Y,1.498366848,Safari,Desktop,259,SAVE10,Returned,WH2,,Bad
279,1325,Shoes,Electronics,89557,1,NetBanking,Mumbai,,2023-01-01,No,3.949191223,Safari,Desktop,166,,Returned,WH3,Standard,Average
3256,1675,Dress,Electronics,29392,1,Card,Mumbai,India,2023-01-01,Yes,2.641406336,Edge,Tablet,142,SAVE10,Not Returned,,,Bad
183,1412,,Electronics,69451,1,,Hyderabad,India,02/03/2023,,4.66779125,Chrome,,321,OFF20,Not Returned,WH3,,Average
546,1256,Laptop,,95974,4,Cash,Mumbai,IND,,Yes,1.78441872,Edge,Desktop,50,,Returned,,,
1490,1592,Shoes,,53728,1,UPI,Mumbai,,,,2.785488861,Safari,Tablet,415,,Not Returned,WH3,Standard,
3067,1643,Dress,,61901,1,NetBanking,Mumbai,India,,Y,1.287289237,Safari,Mobile,130,,,WH1,Express,
1591,1274,Headphones,,69088,2,UPI,Chennai,India,,Yes,3.037169892,,Desktop,203,SAVE10,Not Returned,,Standard,Average
2838,1639,Mobile,Electronics,70289,1,NetBanking,Hyderabad,India,2023-01-01,No,1.703274605,,Desktop,221,SAVE10,,WH3,Express,Bad
4799,1140,Shoes,Electronics,96202,4,,Delhi,,2023-01-01,N,1.102730021,Edge,Desktop,107,SAVE10,Returned,,,Average
2087,1150,Shoes,Accessories,22121,2,NetBanking,Mumbai,,April 5 2023,,2.880908305,Chrome,Desktop,96,SAVE10,,WH2,Standard,Good
3220,1965,Dress,Accessories,775,4,NetBanking,Mumbai,India,,No,1.949585293,,Tablet,356,YIrSES,Returned,WH3,,Good
2102,1249,Laptop,Fashion,34969,3,,Hyderabad,India,2023-01-01,No,1.686581408,Edge,Desktop,103,SAVE10,Not Returned,,Express,Average
2885,1192,Laptop,Electronics,71780,1,Cash,Hyderabad,IN,02/03/2023,,4.395321045,Edge,,34,OFF20,,WH1,Standard,
3593,1607,Dress,,79118,1,Card,Mumbai,IND,02/03/2023,N,4.796485096,Safari,Tablet,448,OFF20,,,Standard,Average
1160,1273,Shoes,Fashion,60840,2,Card,Chennai,IND,2023-01-01,Yes,4.988465157,Chrome,Tablet,166,,Returned,WH1,,
1905,1027,Shoes,Fashion,79342,1,UPI,Hyderabad,India,2023-01-01,Y,4.679583083,Safari,Desktop,61,,Not Returned,WH3,,Bad
506,1847,Shoes,Fashion,61489,1,NetBanking,Mumbai,,02/03/2023,N,3.455373357,,Tablet,213,,Returned,WH3,Express,
2919,1198,Mobile,Accessories,19574,2,,Delhi,IND,,N,1.86688021,Safari,Tablet,446,YIrSES,,WH1,Standard,Good
2519,1605,Dress,Accessories,65137,1,Cash,,India,02/03/2023,Yes,3.161844512,,,40,SAVE10,Returned,WH2,,
3690,1437,Dress,Electronics,98433,4,Card,Delhi,IN,April 5 2023,No,4.364145603,Safari,,106,YIrSES,Not Returned,WH1,Standard,
3182,1332,Dress,Accessories,95113,1,NetBanking,Chennai,,02/03/2023,,3.800764195,,Mobile,282,OFF20,Not Returned,,,Bad
1187,1205,Headphones,Accessories,41086,1,,,India,02/03/2023,Y,2.258359177,Chrome,,96,OFF20,,WH1,Standard,Bad
30,1208,Laptop,Accessories,32806,2,NetBanking,Mumbai,IN,2023-01-01,N,2.991401909,,Mobile,9,YIrSES,Not Returned,WH1,Express,Good
3426,1433,Headphones,Electronics,79148,3,UPI,Chennai,IN,02/03/2023,No,3.384091282,Chrome,Desktop,31,,,WH3,Standard,Average
3167,1481,Dress,Electronics,89918,4,NetBanking,Mumbai,IN,April 5 2023,Yes,3.224487655,Safari,Desktop,113,YIrSES,Returned,WH2,Express,Good
3349,1562,Headphones,Accessories,22237,4,UPI,Hyderabad,,02/03/2023,No,1.549312152,Edge,,169,,Not Returned,WH3,Express,Bad
4018,1193,Dress,Fashion,39277,2,,Delhi,,April 5 2023,Y,3.840561123,Chrome,Mobile,494,SAVE10,Not Returned,,Standard,Bad
3318,1689,Mobile,Fashion,86942,3,Cash,Delhi,IN,02/03/2023,Y,4.051049318,Safari,Desktop,445,SAVE10,,WH1,Express,Bad
2505,1286,Laptop,Fashion,1873,3,Cash,Mumbai,IND,,,4.889645776,,Tablet,485,OFF20,Returned,WH3,Express,Bad
4627,1029,Mobile,Fashion,67381,1,Cash,Chennai,India,April 5 2023,No,3.661681003,Edge,,225,OFF20,Not Returned,WH1,,Average
3485,1151,Dress,,9919,3,UPI,Chennai,,02/03/2023,Yes,2.534382532,Edge,Mobile,183,OFF20,,WH3,Standard,Good
1839,1084,Mobile,Electronics,8817,4,Cash,Hyderabad,IND,02/03/2023,Yes,1.836457637,Chrome,Tablet,415,SAVE10,Returned,WH1,Express,Bad
4015,1382,Dress,Accessories,62608,3,NetBanking,Chennai,India,,,3.441151869,Chrome,Tablet,407,YIrSES,Not Returned,WH2,Standard,Bad
3019,1894,Headphones,,87825,2,,Mumbai,IN,April 5 2023,Yes,1.98691199,Safari,Mobile,346,SAVE10,Not Returned,WH2,Express,
4476,1018,Dress,Accessories,87041,4,UPI,Delhi,India,02/03/2023,No,2.9164454,Edge,,48,OFF20,Returned,WH3,Standard,Bad
3592,1474,Shoes,Fashion,61251,2,Card,Mumbai,IN,April 5 2023,Yes,1.834982045,,,1,OFF20,,WH2,Standard,Average
1713,1858,Laptop,Electronics,87270,3,UPI,Mumbai,IN,2023-01-01,Yes,2.634073163,Edge,Tablet,415,SAVE10,,,Express,Bad
4056,1246,Shoes,Electronics,73451,1,,,IND,,N,2.056902219,,Mobile,355,,Not Returned,,Standard,
2629,1147,Mobile,Accessories,6726,3,UPI,,India,April 5 2023,Y,3.643747234,Safari,,375,SAVE10,Returned,WH3,Standard,
2457,1850,Mobile,Electronics,57565,3,NetBanking,Chennai,IN,April 5 2023,Yes,3.600917194,Chrome,Tablet,83,SAVE10,Returned,WH2,Standard,Average
2353,1833,Laptop,Fashion,42582,2,Card,Hyderabad,,02/03/2023,Yes,1.698231496,Safari,Mobile,79,YIrSES,Not Returned,WH3,Express,
4063,1953,Laptop,Electronics,56655,1,Card,Chennai,IN,02/03/2023,,3.33955168,Chrome,,421,OFF20,,WH3,,
3329,1639,Dress,Accessories,57720,4,Cash,Delhi,India,April 5 2023,,2.469526719,,Tablet,240,OFF20,,WH2,Express,Bad
993,1877,Shoes,Electronics,2997,1,UPI,Mumbai,IND,2023-01-01,No,2.040652758,Edge,Tablet,279,YIrSES,,WH3,Standard,Good
3109,1632,Headphones,Accessories,52240,4,Card,Hyderabad,,2023-01-01,Yes,3.787167929,,,355,SAVE10,,WH2,Standard,Good
179,1998,Headphones,Fashion,15243,3,Card,Delhi,,,,2.649685484,,Mobile,135,YIrSES,Returned,WH1,Standard,Average
4525,1960,Mobile,,95908,4,UPI,Mumbai,,,,3.234867569,Safari,Tablet,271,OFF20,Not Returned,WH3,Standard,Bad
1538,1285,Dress,Electronics,44368,1,,Chennai,India,02/03/2023,Y,3.418975361,,,163,,,WH2,,Bad
1483,1938,Laptop,,43197,2,Cash,Delhi,IND,,No,3.211285666,Chrome,Mobile,178,,Returned,WH2,,
1165,1736,Dress,Electronics,79262,4,Cash,Mumbai,IN,April 5 2023,Y,2.632455849,Chrome,Tablet,428,SAVE10,Returned,WH1,Express,Bad
3751,1240,,Fashion,30867,4,UPI,Delhi,,2023-01-01,N,4.598743977,Chrome,Mobile,435,YIrSES,,,Standard,
2824,1187,Headphones,Fashion,66947,1,Cash,,IN,02/03/2023,No,1.324942096,,Mobile,102,OFF20,Not Returned,WH2,,Good
4078,1419,Shoes,Accessories,27600,2,UPI,Mumbai,IND,April 5 2023,Yes,3.270379764,,Tablet,36,OFF20,Returned,,Express,Good
2376,1277,Mobile,Fashion,76377,4,Cash,,,02/03/2023,No,3.060867426,Safari,Desktop,474,,Not Returned,WH2,Express,
2915,1963,Laptop,Electronics,68556,2,NetBanking,Hyderabad,India,02/03/2023,N,4.31098083,,Tablet,447,YIrSES,,WH1,Standard,Average
4719,1645,Shoes,Fashion,58178,2,NetBanking,Mumbai,IN,,Yes,1.843479098,Edge,Mobile,76,SAVE10,Returned,WH3,Standard,Bad
1413,1404,Dress,Electronics,34499,4,Card,Chennai,India,02/03/2023,Yes,3.6149097,Edge,,464,SAVE10,Returned,,,
1837,1321,Dress,Accessories,3754,2,Card,,,April 5 2023,Y,1.724668857,Safari,,138,,Not Returned,,Express,Good
517,1070,,,3377,4,,Chennai,IN,02/03/2023,Yes,1.977291602,Edge,,337,,Returned,WH3,Standard,
4488,1022,Mobile,,54234,4,Card,Chennai,IND,April 5 2023,Y,3.235207523,,Mobile,344,SAVE10,Returned,WH1,Express,Bad
3621,1555,Headphones,,85022,2,NetBanking,Mumbai,IN,April 5 2023,No,1.534414152,,Tablet,217,SAVE10,Returned,,Express,Bad
1379,1337,Laptop,Accessories,16717,1,Cash,Hyderabad,IN,April 5 2023,,4.406659378,Safari,Mobile,217,,Returned,WH1,Express,Bad
2999,1612,Laptop,Electronics,20772,1,Card,Hyderabad,,02/03/2023,No,2.794162171,Chrome,Desktop,145,SAVE10,,WH2,Express,Average
3664,1456,Shoes,,22665,4,,,IND,,Yes,4.786970106,,Mobile,442,YIrSES,Not Returned,,Express,Average
471,1224,Shoes,Accessories,35366,1,UPI,,IND,April 5 2023,Yes,1.095642589,Chrome,Desktop,406,OFF20,Not Returned,WH3,,Good
1626,1503,Shoes,Accessories,9578,4,,Mumbai,IND,2023-01-01,Y,4.114518537,,Tablet,267,SAVE10,Returned,,Standard,Good
714,1180,Dress,Electronics,48582,1,Cash,Mumbai,,2023-01-01,Y,1.534469553,,,211,,Not Returned,,Express,Good
3254,1266,Laptop,Electronics,85460,4,NetBanking,Chennai,,,,2.20653698,,Desktop,16,YIrSES,,WH3,Express,Bad
2585,1254,,Electronics,92440,2,NetBanking,Chennai,,April 5 2023,No,2.834361306,,Desktop,378,,Not Returned,WH3,Express,Bad
980,1047,Mobile,Accessories,10376,3,NetBanking,Delhi,India,April 5 2023,N,1.19456036,Edge,Mobile,108,,Returned,WH2,Standard,
1273,1436,Laptop,Electronics,20258,1,Cash,Chennai,India,02/03/2023,Y,1.132079725,,Desktop,255,,,WH2,Standard,Average
3899,1223,Dress,,82877,2,Cash,,IN,April 5 2023,N,4.514063698,,,302,YIrSES,,WH2,,Bad
3843,1087,Shoes,Fashion,44905,2,UPI,Chennai,IND,April 5 2023,No,3.166161817,Edge,Mobile,173,SAVE10,Not Returned,,Express,Bad
3268,1261,Headphones,,16117,3,,Delhi,India,,,2.837249043,Edge,Tablet,474,SAVE10,Returned,WH1,Standard,Bad
2866,1768,Laptop,Fashion,85658,2,Card,Delhi,,,No,4.248317586,Safari,Desktop,74,OFF20,Not Returned,,Express,Good
111,1945,Shoes,Electronics,76807,2,Card,Mumbai,IND,,Y,4.166257995,,Tablet,465,OFF20,,,Express,Bad
397,1330,Laptop,,81019,4,NetBanking,,,02/03/2023,,1.761148198,Safari,Desktop,329,OFF20,Not Returned,WH1,Express,Good
711,1253,Shoes,Fashion,47580,3,Card,Hyderabad,India,,,1.956675204,Safari,Mobile,135,SAVE10,,,Standard,Good
2576,1551,Dress,Fashion,78493,1,Card,Delhi,,02/03/2023,Y,2.776398206,Edge,Tablet,210,OFF20,,,Express,Bad
3941,1861,Laptop,,57451,3,Card,Mumbai,,2023-01-01,Y,4.508311402,,Tablet,132,OFF20,,WH1,,Average
2271,1443,Dress,Accessories,23220,1,UPI,Hyderabad,India,,No,3.26619357,,Desktop,264,,Not Returned,,Standard,
4649,1417,,,59641,2,,Mumbai,IN,April 5 2023,Y,3.941433204,Edge,Desktop,23,,Not Returned,WH1,,Good
3353,1339,Headphones,Fashion,55111,3,Card,Mumbai,India,02/03/2023,No,4.886583493,Edge,Tablet,135,OFF20,Returned,WH1,Express,Bad
4553,1765,Laptop,Accessories,17955,4,Cash,Delhi,IND,02/03/2023,Yes,2.087566413,Chrome,,478,,Returned,WH3,,Average
1173,1820,Laptop,,88499,2,Card,Chennai,India,April 5 2023,N,3.917566645,Safari,Mobile,359,OFF20,Not Returned,WH3,,Bad
413,1293,Laptop,,43175,2,NetBanking,Delhi,,April 5 2023,Yes,2.45721122,Chrome,,92,,Not Returned,WH3,Standard,Bad
2015,1944,,,20166,2,NetBanking,Mumbai,India,,Yes,2.650236658,,Desktop,119,OFF20,Returned,,Express,
458,1081,Shoes,Electronics,35767,1,,,India,02/03/2023,No,2.129727167,Safari,Mobile,253,SAVE10,Not Returned,WH1,,Average
2133,1212,,Electronics,18135,3,Cash,Mumbai,India,,Yes,3.230400771,,Mobile,301,SAVE10,Returned,,Express,Average
3909,1501,Dress,Electronics,74603,2,,Mumbai,IN,April 5 2023,,4.471529488,Chrome,Desktop,366,,,WH2,Express,Good
380,1106,Shoes,Electronics,24570,2,,Hyderabad,,,,2.971631629,,Mobile,364,SAVE10,Returned,,Express,
3571,1132,Headphones,,40559,2,Card,Chennai,IN,,Yes,4.139062145,Chrome,Desktop,142,SAVE10,Returned,WH3,,
3247,1505,Dress,Electronics,77380,1,Card,Hyderabad,IND,2023-01-01,,3.818334643,,Desktop,194,OFF20,,WH2,Standard,Good
31,1068,Mobile,,8206,1,Cash,Hyderabad,IN,,Yes,3.175367933,Edge,Desktop,315,SAVE10,Not Returned,WH1,Standard,Average
474,1259,Shoes,Fashion,11836,1,NetBanking,Mumbai,,,Y,2.595894502,,Tablet,397,OFF20,Returned,WH1,Express,Good
4828,1816,Headphones,Accessories,39427,1,UPI,Mumbai,India,02/03/2023,Yes,1.65756916,Chrome,Mobile,205,YIrSES,Not Returned,WH3,Express,Bad
204,1222,Headphones,Electronics,97829,3,UPI,Hyderabad,India,,No,1.600241702,Edge,Desktop,380,YIrSES,,WH3,Standard,Average
1450,1799,Shoes,Accessories,68671,4,NetBanking,Delhi,IND,,Yes,3.691218786,Edge,Mobile,60,,,,,Average
1968,1473,,,66383,3,Cash,Delhi,,,Y,3.143011889,Edge,,434,SAVE10,,WH2,Express,Good
1477,1292,Headphones,Fashion,13227,3,,Chennai,IND,2023-01-01,Y,1.347113711,Chrome,,438,SAVE10,Not Returned,,,Average
2298,1912,Headphones,Fashion,2138,4,UPI,Hyderabad,India,April 5 2023,,1.268868505,Chrome,Mobile,299,YIrSES,Returned,WH2,,Bad
709,1809,Laptop,Fashion,11366,4,UPI,,,,,3.938817353,Safari,Desktop,217,OFF20,,WH2,Express,Average
3331,1331,Headphones,Accessories,79938,2,Card,Delhi,IN,02/03/2023,N,2.78346953,,Desktop,239,YIrSES,Not Returned,WH3,Standard,
1870,1608,Headphones,Accessories,91799,2,,Hyderabad,India,April 5 2023,No,2.857580774,Edge,Mobile,243,YIrSES,Not Returned,WH2,,Bad
3495,1673,Dress,Electronics,17220,2,UPI,Delhi,India,,No,1.308625049,Edge,Mobile,290,OFF20,,WH2,Standard,Bad
3600,1660,Headphones,,59142,3,,Mumbai,IND,2023-01-01,,2.343034078,,Desktop,489,OFF20,Not Returned,WH2,,
4534,1581,Shoes,Accessories,18158,2,Card,,IN,2023-01-01,Yes,1.621498075,Safari,Mobile,241,YIrSES,,WH1,,Good
377,1423,Mobile,Fashion,79013,3,UPI,Hyderabad,IN,April 5 2023,,3.111453678,Safari,Mobile,337,SAVE10,Returned,WH2,Standard,Good
1673,1208,Shoes,,15424,1,Cash,Chennai,IND,April 5 2023,Y,4.337679027,,Desktop,432,,,WH1,Express,Good
2463,1782,Shoes,,86135,3,,Hyderabad,,April 5 2023,N,2.971767504,,,241,,Returned,WH2,,Average
233,1609,Laptop,Accessories,59038,4,UPI,Chennai,IN,April 5 2023,Y,1.753360837,Safari,,330,OFF20,,,Standard,
2437,1909,Mobile,Electronics,32007,3,Cash,Delhi,IND,April 5 2023,No,2.806873714,,Tablet,212,OFF20,Returned,WH3,Standard,Bad
4774,1018,Laptop,,56963,1,,Mumbai,IN,02/03/2023,Y,1.287129674,Edge,Mobile,473,YIrSES,Returned,WH1,,Bad
4299,1495,,Electronics,20232,3,Card,Mumbai,IND,02/03/2023,Y,4.96960169,,Tablet,109,YIrSES,Returned,WH2,Standard,Good
1532,1367,Shoes,Electronics,45325,4,UPI,,IN,02/03/2023,,1.011713659,,Tablet,435,SAVE10,Returned,WH1,Standard,Bad
4982,1809,,Accessories,55921,4,Card,Mumbai,India,2023-01-01,N,4.228955043,,Tablet,117,,,,Standard,
3782,1411,Laptop,Fashion,25649,3,UPI,Mumbai,IND,2023-01-01,,4.658981827,,Mobile,317,SAVE10,Not Returned,,Standard,
3176,1512,Shoes,Accessories,83401,3,NetBanking,Hyderabad,IN,April 5 2023,Y,4.470905071,Edge,Desktop,12,,,,,
2241,1879,Dress,Electronics,13086,2,UPI,,India,April 5 2023,Yes,2.579972523,Edge,Mobile,144,YIrSES,Returned,WH2,,
1751,1152,Shoes,Electronics,91993,3,Cash,Mumbai,India,,,3.895290041,Edge,,405,OFF20,,WH3,Express,
1863,1174,Headphones,Electronics,11361,3,UPI,Hyderabad,India,02/03/2023,Y,1.377676189,Safari,Desktop,379,,Not Returned,WH1,,Average
9,1595,,Accessories,49655,2,,Delhi,India,02/03/2023,Y,2.245370894,,,22,SAVE10,Not Returned,WH1,,Bad
3918,1287,,Accessories,8028,1,Card,Delhi,IND,April 5 2023,Yes,2.361819074,Chrome,Desktop,341,,Not Returned,,Standard,Good
